,Unnamed: 0.1,Unnamed: 0,Date,Open,High,Low,Close,Adj Close,Volume,Volatility,mr,Daily Return,list,combina-Open,combina-High,combina-Low,combina-Close,combina-Adj_Close,combina-Volume,beta,future-MD,future-Volatility,change,z_future-Volatility,z_change,z_beta,z_future-MD,scaled_future-Volatility,scaled_change,scaled_beta,scaled_future-MD,risk,label-risk
0,333,333,2014-01-02,57.209999,57.459999,57.040001,57.240002,53.408031,4219000,0.0010850123701421,0.2299990000000065,-0.0026136435374394,['análisis de medtronic $mdt en URL bolsa nyse finanzas valueinvesting'],"[57.209999, 57.259998]","[57.459999, 57.490002]","[57.040001, 57.169998]","[57.240002, 57.389999]","[53.408031, 53.547981]","[4219000, 3299700]",-0.4283818162780144,0.0428522454576619,0.016132900332379,0.000916504834852,1.4831400359442113,-0.6665879869576427,-1.3392715990846733,1.3169153869709291,0.3902001313861471,0.0216886919925089,0.247198943658077,0.3748439516649442,0.2584829296754193,1.0
1,334,334,2014-01-03,58.200001,58.5,57.709999,58.34,54.434387,12577400,0.0087122083174508,1.0999980000000065,0.0192172949260205,['análisis de medtronic $mdt en URL bolsa nyse finanzas valueinvesting'],"[58.200001, 57.209999]","[58.5, 57.459999]","[57.709999, 57.040001]","[58.34, 57.240002]","[54.434387, 53.408031]","[12577400, 4219000]",0.07678309255627,0.0273556057521849,0.0151757347524169,0.0031061000027326,1.2841301532659588,-0.1811894363692122,-0.8628442959182172,0.2581897129773599,0.3654899457385845,0.0736091036880294,0.2850139871120379,0.2335415121762802,0.239413637178733,1.0
2,337,337,2014-01-08,59.860001,60.93,59.740002,60.84,56.767021,6725000,0.0031437089305854,3.5999980000000065,0.0167112299465239,['s & p100 stocks trend $c $mdt $emc $cmcsa $amgn $jnj $pep $goog $oxy $unh $bac $pfe $apc $usb $wag $apa $qcom @ URL'],"[59.860001, 59.779999]","[60.93, 60.130001]","[59.740002, 59.529999]","[60.84, 59.84]","[56.767021, 55.833977]","[6725000, 6510600]",0.7117334247728749,0.0118143628691983,0.0119489218979453,0.012829064691058,0.6132246578776939,1.974237756915952,-0.2640147471265813,-0.8035832364300152,0.2821865483398906,0.3041632887374511,0.3325443558767345,0.0918323691757043,0.2526816405324451,1.0
3,338,338,2014-01-09,58.0,59.740002,57.919998,59.360001,55.386105,8127900,0.0168720150001163,2.5,-0.0243260848126233,['s & p100 stocks trend $c $mdt $emc $cmcsa $amgn $jnj $pep $goog $oxy $unh $bac $pfe $apc $usb $wag $apa $qcom @ URL'],"[58.0, 59.860001]","[59.740002, 60.93]","[57.919998, 59.740002]","[59.360001, 60.84]","[55.386105, 56.767021]","[8127900, 6725000]",0.6572502433881784,0.0142107931955542,0.0071363443744472,0.0070053951996649,-0.3873864259112494,0.683222517343401,-0.3153985125487257,-0.6398598511884348,0.1579450518439205,0.166070493316987,0.3284659176567746,0.1136836516223772,0.1915412786100148,0.0
4,341,341,2014-01-14,59.5,59.549999,58.880001,59.41,55.432755,4546500,0.0133049757540766,1.5900000000000034,0.0027004219409281,"['danrocks : $vrx showing on my streamers $qtww $mdt $halo $sds URL', ""sign up for our free us equities consumer note . $twc $goog $trx & $mdt all in today's note . URL""]","[59.5, 59.779999]","[59.549999, 59.98]","[58.880001, 59.18]","[59.41, 59.25]","[55.432755, 55.28347]","[4546500, 4264000]",-0.6882826338889235,0.0067669936260025,0.0039202961187869,0.0015631494283531,-1.0560537907279992,-0.5232371278419383,-1.5843872899406704,-1.1484179557923184,0.0749195533172892,0.0370221444990548,0.2277435924652241,0.0458091279686735,0.0963736045625604,0.0
5,342,342,2014-01-15,59.599998,59.799999,59.18,59.330002,55.35812,4785100,0.0078228808028593,0.7000010000000003,-0.0013465409863658,"['danrocks : $vrx showing on my streamers $qtww $mdt $halo $sds URL', ""sign up for our free us equities consumer note . $twc $goog $trx & $mdt all in today's note . URL""]","[59.599998, 59.5]","[59.799999, 59.549999]","[59.18, 58.880001]","[59.330002, 59.41]","[55.35812, 55.432755]","[4785100, 4546500]",0.1681129729086981,0.0136262819558215,0.0047403092293602,0.0059233510077651,-0.8855600785154448,0.4433504669637971,-0.7767099508085568,-0.6797934798978965,0.0960890109533481,0.1404127001594675,0.2918506523945528,0.1083539242974537,0.1591765719512056,0.0
6,346,346,2014-01-22,59.5,59.529999,58.66,59.150002,55.190163,4085200,0.0043676834186191,0.3999970000000061,-0.0037055247381762,['rt AT_USER scotus decision in medtronic case seems precedent-setting for meddevice . any thoughts ? URL $mdt $bsx'],"[59.5, 59.650002]","[59.529999, 59.889999]","[58.66, 59.029999]","[59.150002, 59.369999]","[55.190163, 55.395435]","[4085200, 4484200]",1.07238161014218,0.0416962022410185,0.0097519783875627,0.0011303184289377,0.1564453091371133,-0.619188901415378,0.0761170382420243,1.237934868809053,0.2254702568901801,0.0267587113247921,0.3595413356012432,0.3643028453495989,0.2440182872914535,1.0
7,347,347,2014-01-23,59.049999,59.220001,58.540001,58.709999,54.77961,4396000,0.0052210401018983,0.7999989999999997,-0.0074387655980129,['rt AT_USER scotus decision in medtronic case seems precedent-setting for meddevice . any thoughts ? URL $mdt $bsx'],"[59.049999, 59.5]","[59.220001, 59.529999]","[58.540001, 58.66]","[58.709999, 59.150002]","[54.77961, 55.190163]","[4396000, 4085200]",1.1148547122812695,0.0141944461640445,0.0129943110678934,0.0020742685298955,0.8305776221085269,-0.40993012264477,0.1161739486793207,-0.640976675369795,0.30917431409761,0.0491419712902387,0.3627207373667389,0.1135345950865978,0.2086429044602964,1.0
8,351,351,2014-01-29,56.759998,57.09,56.130001,56.360001,52.586937,5511600,0.0109747506326715,2.3499980000000065,-0.0127868102995272,['couple of stocks to watch $cna $mdt $lad $xiv visit URL'],"[56.759998, 57.0]","[57.09, 57.57]","[56.130001, 57.0]","[56.360001, 57.09]","[52.586937, 53.268066]","[5511600, 4043300]",0.9140711425253648,0.0636194053589331,0.0198058513915488,0.0012336289025963,2.246804729567321,-0.5962866065482277,-0.0731875310792027,2.7357213849986675,0.4850210322276615,0.029208443770085,0.3476907159175419,0.564204381478877,0.3565311433485414,1.0
9,352,352,2014-01-30,56.650002,57.310001,56.540001,57.009998,53.193424,4705800,0.0088440041027364,0.7999989999999997,0.011532948695299,"[""so we'll see the symplicity htn - 3 results at acc 14 in dc . late breakers just posted . fate of a technology in two months . $mdt"", 'couple of stocks to watch $cna $mdt $lad $xiv visit URL']","[56.650002, 56.759998]","[57.310001, 57.09]","[56.540001, 56.130001]","[57.009998, 56.360001]","[53.193424, 52.586937]","[4705800, 5511600]",0.683273434989657,0.0552239386277589,0.0183152009314956,0.0015917174230994,1.93687489153322,-0.5169040561186872,-0.290855717161203,2.1621456716579543,0.4465384014533732,0.0376995583289269,0.3304139312737368,0.4876523061704759,0.3255760493066282,1.0
